channelId,channelTitle,description,subscriberCount,viewCount,videoCount,brandingTitle,brandingDescription,brandingKeywords,channel_url,keyword_list,kword_list_length,language,country
UClLsBRPsJOCtD_bB1jzaM_g,FM Llama,"FM24 Content Creator

As well as subscribing to my channel, you can follow my Football Manager 2024 adventures on Twitch & Twitter

https://www.twitch.tv/fmllama
https://twitter.com/FmLlama

#FM24 #FootballManager #LLM
",9130,984549,628,FM Llama,"FM24 Content Creator

As well as subscribing to my channel, you can follow my Football Manager 2024 adventures on Twitch & Twitter

https://www.twitch.tv/fmllama
https://twitter.com/FmLlama

#FM24 #FootballManager #LLM
","""football manager 2023 save ideas"" ""fm23 save ideas"" ""football manager 2023 teams to manage"" ""fm23 teams to manage"" ""football manager 2023 clubs to manage"" ""fm23 clubs to manage"" ""fm23 cool save ideas"" ""fm23 challenges"" ""football manager 2023 challenges"" ""football manager 2023 lets play"" ""fm23 lets play"" ""best fm23 save ideas"" ""football manager save ideas"" ""fm llama"" ""llama fm"" fm23 ""football manager 23"" ""fm23 guide"" ""football manager guide"" ""football manager challenges""",https://www.youtube.com/channel/UClLsBRPsJOCtD_bB1jzaM_g,"[football manager 2023 save ideas, fm23 save ideas, football manager 2023 teams to manage, fm23 teams to manage, football manager 2023 clubs to manage, fm23 clubs to manage, fm23 cool save ideas, fm23 challenges, football manager 2023 challenges, football manager 2023 lets play, fm23 lets play, best fm23 save ideas, football manager save ideas, fm llama, llama fm, fm23, football manager 23, fm23 guide, football manager guide, football manager challenges]",20,en,
UCoZmE3NNImVvL_1xxyNLftw,Allan FCL,Simplesmente um canal simples.,4910,349581,87,Allan FCL,Simplesmente um canal simples.,"""football manager"" ""football manager moneyball"" ""táticas football manager"" moneyball ""allan fcl"" ""Allan FCL"" ""Allan FCL football manager"" ""como jogar Football Manager""",https://www.youtube.com/channel/UCoZmE3NNImVvL_1xxyNLftw,"[football manager, football manager moneyball, táticas football manager, moneyball, allan fcl, Allan FCL, Allan FCL football manager, como jogar Football Manager]",8,pt,BR
UC7BbOekYYnfJtGjIYsh_yWw,Second Yellow Card,New Football Manager 2023 videos every single week! Did you ever use to make your sims swim and then remove the ladder? Yeah I do that for Football Manager,64700,15092319,2315,Second Yellow Card,New Football Manager 2023 videos every single week! Did you ever use to make your sims swim and then remove the ladder? Yeah I do that for Football Manager,"""football manager"" football gaming fm ""football manager 2022"" fm22",https://www.youtube.com/channel/UC7BbOekYYnfJtGjIYsh_yWw,"[football manager, football, gaming, fm, football manager 2022, fm22]",6,en,GB
UCnpZzzqzyiS5qD2HDxqLkDA,FIFAe,"",47700,3756136,495,FIFAe,"","fifae fifa esports competitive ""world cup"" ""fifa world cup"" ""fifae world cup"" ""fifa pro player"" brazil ""football manager"" ""rocket league"" football ""football news"" ""football updates"" soccer ""football esports"" fm25 ""football manager news"" ""football content""",https://www.youtube.com/channel/UCnpZzzqzyiS5qD2HDxqLkDA,"[fifae, fifa, esports, competitive, world cup, fifa world cup, fifae world cup, fifa pro player, brazil, football manager, rocket league, football, football news, football updates, soccer, football esports, fm25, football manager news, football content]",19,,
UCQw8SC9rns1YZLh1xuog9yQ,Vrc,"Pasjonat i hobbysta z amatorskim kanałem, sponsorowany przez popcorn solony i piwo z otwartych kadzi. Kocham Football Managera, nagrywam Football Managera, gram w Managery od 1995. FootballManagerianizm moją religią. 

Oprócz FM'a dorzucam inne piłkarskie managery, gry sportowe i każualowe granko.

Zawartość kanału:

1. Kariery w Football Manager
2. Poradniki do Football Managera
3. Eksperymenty różnej maści z użyciem edytora
4. Historia piłki nożnej
5. Serie z innych gier sportowych.
6. Baldury, Fallouty, Wiedźminy i Star Warsy.
7. Gry strategiczne i RPG.

Usuwam komentarze wulgarne, chamskie i obrażające innych. Banuje za natarczywy spam i ubliżanie.

Pozdrawiam!",19100,6388665,2966,Vrc,"Pasjonat i hobbysta z amatorskim kanałem, sponsorowany przez popcorn solony i piwo z otwartych kadzi. Kocham Football Managera, nagrywam Football Managera, gram w Managery od 1995. FootballManagerianizm moją religią. 

Oprócz FM'a dorzucam inne piłkarskie managery, gry sportowe i każualowe granko.

Zawartość kanału:

1. Kariery w Football Manager
2. Poradniki do Football Managera
3. Eksperymenty różnej maści z użyciem edytora
4. Historia piłki nożnej
5. Serie z innych gier sportowych.
6. Baldury, Fallouty, Wiedźminy i Star Warsy.
7. Gry strategiczne i RPG.

Usuwam komentarze wulgarne, chamskie i obrażające innych. Banuje za natarczywy spam i ubliżanie.

Pozdrawiam!","",https://www.youtube.com/channel/UCQw8SC9rns1YZLh1xuog9yQ,[],0,pl,GB
UCz69o5GpwaZhNy6LAQolDYA,Omega Luke,"The home of Football Manager REBUILDS, vs Challenges with Omega Dad and the best Football Manager stories on YouTube. So make sure you are subscribed for plenty of FM24 content.

Any business enquiries to sponsor videos, affiliate or collab with, feel free to use my email address - omegaluke.mgmt@ritualnetwork.com 

",151000,52989306,1122,Omega Luke,"The home of Football Manager REBUILDS, vs Challenges with Omega Dad and the best Football Manager stories on YouTube. So make sure you are subscribed for plenty of FM24 content.

Any business enquiries to sponsor videos, affiliate or collab with, feel free to use my email address - omegaluke.mgmt@ritualnetwork.com 

","FM22 ""Football Manager 2022"" ""Football Manager"" ""FM 22"" ""Football Manager 22"" ""FM22 Wonderkids"" ""FM22 Rebuilds"" ""Football Manager Rebuilds"" ""Football Manager Wonderkids"" ""FM22 Tactics"" ""Football Manager Tactics"" ""Football Manager Tips"" ""FM22 Tips"" ""Football Manager Best"" ""Football Manager Top"" ""FM22 Tutorial"" ""Best FM22"" ""Omega Luke""",https://www.youtube.com/channel/UCz69o5GpwaZhNy6LAQolDYA,"[FM22, Football Manager 2022, Football Manager, FM 22, Football Manager 22, FM22 Wonderkids, FM22 Rebuilds, Football Manager Rebuilds, Football Manager Wonderkids, FM22 Tactics, Football Manager Tactics, Football Manager Tips, FM22 Tips, Football Manager Best, Football Manager Top, FM22 Tutorial, Best FM22, Omega Luke]",18,en,GB
UCKcBpDcJZGn0s2FEwSthvMQ,SUDAKAS Football Manager,"Un canal de Football Manager desde la Patagonia Argentina. 

Te muestro mi pasión por este gran juego, guias, directos, videos y todo lo que te pueda servir en la aventura del FM. 
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Ayúdanos a seguir creciendo regalandome un cafecito ☕

https://cafecito.app/sudakasfm
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
🚨DESCUENTO FM 25🚨

Aprovecha este descuentazo junto a la gente de @Fanatical 

Con este enlace de referencia 😎

https://www.fanatical.com/es/game/football-manager-25?ref=sudakasfm

Aplicando nuestro cupón: SUDAKAS25

Tenes un 22% 🔥🔥🔥
-----------------------------------------------------------------------
Gracias por estar y ser parte de esta locura.





",4150,543947,1593,SUDAKAS Football Manager,"Un canal de Football Manager desde la Patagonia Argentina. 

Te muestro mi pasión por este gran juego, guias, directos, videos y todo lo que te pueda servir en la aventura del FM. 
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Ayúdanos a seguir creciendo regalandome un cafecito ☕

https://cafecito.app/sudakasfm
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
🚨DESCUENTO FM 25🚨

Aprovecha este descuentazo junto a la gente de @Fanatical 

Con este enlace de referencia 😎

https://www.fanatical.com/es/game/football-manager-25?ref=sudakasfm

Aplicando nuestro cupón: SUDAKAS25

Tenes un 22% 🔥🔥🔥
-----------------------------------------------------------------------
Gracias por estar y ser parte de esta locura.





","""football manager"" ""tacticas football manager"" ""consejos football manager"" ""sudakas football manager"" ""football manager en español"" ""football manager sudamerica"" ""football manager argentino""",https://www.youtube.com/channel/UCKcBpDcJZGn0s2FEwSthvMQ,"[football manager, tacticas football manager, consejos football manager, sudakas football manager, football manager en español, football manager sudamerica, football manager argentino]",7,es,AR
UCfDI0vpECnJaP0Ixs3gecHg,fefux,"Oi! Eu sou o Fefux! Tenho 32 anos, natural e residente em Guarulhos/SP.  Sou narrador esportivo pela nSports, Canal Olímpico do Brasil, Conmebol e Canal GOAT BR, criador de conteúdo e faço lives de Football Manager. Sejam bem-vindos! ♥",28200,2862663,279,fefux,"Oi! Eu sou o Fefux! Tenho 32 anos, natural e residente em Guarulhos/SP.  Sou narrador esportivo pela nSports, Canal Olímpico do Brasil, Conmebol e Canal GOAT BR, criador de conteúdo e faço lives de Football Manager. Sejam bem-vindos! ♥","""Football Manager"" ""Football Manager 2021"" ""Football Manager 2022"" ""Football Manager 20"" ""Football Manager 21"" ""Football Manager 22"" ""FM 2021"" ""FM 2020"" ""FM 2022"" ""FM 20"" ""FM 21"" ""FM 22""",https://www.youtube.com/channel/UCfDI0vpECnJaP0Ixs3gecHg,"[Football Manager, Football Manager 2021, Football Manager 2022, Football Manager 20, Football Manager 21, Football Manager 22, FM 2021, FM 2020, FM 2022, FM 20, FM 21, FM 22]",12,pt,BR
UC-YBEiuGZO-rr4EXS9xuSew,JoshDaly,"Everything Football Manager, The Home Of FM Content. You can expect to see daily uploads, as well as streams so plenty of content to keep you entertained. Be sure to subscribe and come join the team! 

Social Media
Twitter-@JoshDxly
Instagram-JoshDxly
Twitch - JoshDxly

Business Enquires- t1daly@outlook.com


",28900,8610564,593,JoshDaly,"Everything Football Manager, The Home Of FM Content. You can expect to see daily uploads, as well as streams so plenty of content to keep you entertained. Be sure to subscribe and come join the team! 

Social Media
Twitter-@JoshDxly
Instagram-JoshDxly
Twitch - JoshDxly

Business Enquires- t1daly@outlook.com


","""football manager"" fm24 ""fm 24"" ""fm 2024"" ""football manager 2024"" ""fm24 tactics"" ""tactics fm24"" ""fm24 best tactics"" ""fm24 rebuilds"" ""fm24 lets play"" ""football manager 2024"" ""fm24 wonderkids"" ""best fm24 tactics"" ""fm24 tactics guide"" ""football manager 2024 gameplay"" ""fm tactics"" ""football manager tactics"" JoshDaly ""fm24 tactics best"" ""fm 2024 tactics"" ""football manager 24 tactics"" ""op fm24 tactics"" ""broken fm24 tactics"" ""the best fm24 tactics"" ""rebuild fm24"" ""football manager rebuild"" fm2024",https://www.youtube.com/channel/UC-YBEiuGZO-rr4EXS9xuSew,"[football manager, fm24, fm 24, fm 2024, football manager 2024, fm24 tactics, tactics fm24, fm24 best tactics, fm24 rebuilds, fm24 lets play, football manager 2024, fm24 wonderkids, best fm24 tactics, fm24 tactics guide, football manager 2024 gameplay, fm tactics, football manager tactics, JoshDaly, fm24 tactics best, fm 2024 tactics, football manager 24 tactics, op fm24 tactics, broken fm24 tactics, the best fm24 tactics, rebuild fm24, football manager rebuild, fm2024]",27,en,GB
UCCeR7BtDUauD9jlVT67epTg,DoctorBenjy FM,"Football Manager Youtuber and Streamer


",113000,53421552,2465,DoctorBenjy FM,"Football Manager Youtuber and Streamer


","FM23 DoctorBenjy DoctorBenjyFM ""Glory Hunter"" ""Football Manager"" ""DoctorBenjy Football Manager"" ""FM Streamer Showdown"" Salford Parma Thames",https://www.youtube.com/channel/UCCeR7BtDUauD9jlVT67epTg,"[FM23, DoctorBenjy, DoctorBenjyFM, Glory Hunter, Football Manager, DoctorBenjy Football Manager, FM Streamer Showdown, Salford, Parma, Thames]",10,en,GB
UCVzKJvNg6RAtwAwIJ9tflng,Manny Plus,The extended arm of the main channel 'Manny' here to bring you more joy happiness and laughs!,218000,30582749,533,Manny Plus,The extended arm of the main channel 'Manny' here to bring you more joy happiness and laughs!,"",https://www.youtube.com/channel/UCVzKJvNg6RAtwAwIJ9tflng,[],0,en,GB
UC6z7WG1NhHhFXUUks0EY9BQ,kApps FM,"Canal dedicado al videojuego de gestión estratégica sobre fútbol ""Football Manager"". En él iré trayendo el contenido que voy haciendo en directo en la plataforma morada para que así quede para el recuerdo, además de contenido exclusivo sobre cómo jugar al juego en forma de video tutorial.

Espero que os guste lo que vaya subiendo y que juntos hagamos de este canal una gran comunidad. No olvideis suscribiros y activar la campanita!! Qué si no... no habrá final feliz!! :P! #kAppsFamily #Gorrillas
",12400,2587194,1183,kApps FM,"Canal dedicado al videojuego de gestión estratégica sobre fútbol ""Football Manager"". En él iré trayendo el contenido que voy haciendo en directo en la plataforma morada para que así quede para el recuerdo, además de contenido exclusivo sobre cómo jugar al juego en forma de video tutorial.

Espero que os guste lo que vaya subiendo y que juntos hagamos de este canal una gran comunidad. No olvideis suscribiros y activar la campanita!! Qué si no... no habrá final feliz!! :P! #kAppsFamily #Gorrillas
","Fm ""fm 2025"" 2025 ""football manager"" football manager ""futbol manager 2025"" futbol español ""fm 2025 online"" ""fm 2025 español"" ""football manager 2025 español"" ""fm 2025 online español"" ""football manager online 2025 español"" ""fm español"" ""football manager español"" kapps ""modo carrera"" ""modo carrera fm 25"" ""fm mundo real"" ""fm 25 mundo real"" ""fm original"" ""fm 25 carrera"" ""fm 25 partida online"" ""fm 25 online"" ""fm 25 draft"" ""fm 25 draft fantasía"" ""fm 25 cara a cara""",https://www.youtube.com/channel/UC6z7WG1NhHhFXUUks0EY9BQ,"[Fm, fm 2025, 2025, football manager, football, manager, futbol manager 2025, futbol, español, fm 2025 online, fm 2025 español, football manager 2025 español, fm 2025 online español, football manager online 2025 español, fm español, football manager español, kapps, modo carrera, modo carrera fm 25, fm mundo real, fm 25 mundo real, fm original, fm 25 carrera, fm 25 partida online, fm 25 online, fm 25 draft, fm 25 draft fantasía, fm 25 cara a cara]",28,es,ES
UCuwR0CsOR5SST2BtclXbvGg,Evidence Based Football Manager,"Football Manager based on evidence, the whole evidence and nothing but the evidence",18100,696124,61,Evidence Based Football Manager,"Football Manager based on evidence, the whole evidence and nothing but the evidence","",https://www.youtube.com/channel/UCuwR0CsOR5SST2BtclXbvGg,[],0,en,
UC6MamJPUYNb-A3-ye0vExSQ,JC Manager - Football Manager en Español,"Fanáticos de FOOTBALL MANAGER en ESPAÑOL, Tutoriales, Tácticas, Guías, Consejos, Trucos, recomendaciones de Wonderkids y los Mejores Jugadores de FM24, todo lo que Necesitas saber de Football Manager lo tienes AQUÍ, tienes que SUSCRIBIRTE.
Fifa, Pro Evolution Soccer, Top Eleven Manager,... hay muchos videojuegos de fútbol, pero para nosotros el Mejor Videojuego de fútbol es Football Manager, nada como FM para dirigir y gestionar un equipo de fútbol de manera virtual. 
",14400,2446634,508,JC Manager - Football Manager en Español,"Fanáticos de FOOTBALL MANAGER en ESPAÑOL, Tutoriales, Tácticas, Guías, Consejos, Trucos, recomendaciones de Wonderkids y los Mejores Jugadores de FM24, todo lo que Necesitas saber de Football Manager lo tienes AQUÍ, tienes que SUSCRIBIRTE.
Fifa, Pro Evolution Soccer, Top Eleven Manager,... hay muchos videojuegos de fútbol, pero para nosotros el Mejor Videojuego de fútbol es Football Manager, nada como FM para dirigir y gestionar un equipo de fútbol de manera virtual. 
","""football manager español"" ""football manager 2023 español"" ""football manager en español"" ""football manager 2023 en español"" ""fm23 español"" ""fm23 en español"" jcmanager ""jc manager"" ""fm23 españa"" ""football manager 2023 pc"" ""football manager para principiantes"" ""novedades football manager 2023"" ""tráiler fm23"" ""anuncio fm23"" ""lanzamiento football manager 2023"" ""licencias fm23"" ""fecha fm23"" ""tutorial football manager"" ""guía football manager"" ""wonderkids football manager"" ""novedades football manager""",https://www.youtube.com/channel/UC6MamJPUYNb-A3-ye0vExSQ,"[football manager español, football manager 2023 español, football manager en español, football manager 2023 en español, fm23 español, fm23 en español, jcmanager, jc manager, fm23 españa, football manager 2023 pc, football manager para principiantes, novedades football manager 2023, tráiler fm23, anuncio fm23, lanzamiento football manager 2023, licencias fm23, fecha fm23, tutorial football manager, guía football manager, wonderkids football manager, novedades football manager]",21,es,ES
UCSK-1F-OPzNttittm0zNO7Q,BonsaFM,"Entre minhas grandes paixões (e vícios), sempre esteve Football Manager. 

O melhor simulador de futebol que existe por aí é um veículo perfeito para contar histórias sobre futebol e é isso que eu pretendo fazer neste canal. 

Embarque nessa, e em muitas outras jornadas, comigo! 
",6610,329134,52,BonsaFM,"Entre minhas grandes paixões (e vícios), sempre esteve Football Manager. 

O melhor simulador de futebol que existe por aí é um veículo perfeito para contar histórias sobre futebol e é isso que eu pretendo fazer neste canal. 

Embarque nessa, e em muitas outras jornadas, comigo! 
","",https://www.youtube.com/channel/UCSK-1F-OPzNttittm0zNO7Q,[],0,pt,
UCTAdC3L4oSqEVrqTtZb_xkg,lollujo,"I play Football Manager in a cupboard and call it a job...

The home Non-League to Legend, the most viewed Football Manager Youtube series ever! Loads of FM24 content for you to enjoy with new Football Manager 2024 videos uploaded at 4pm every weekday. Make sure you scroll up and hit the subscribe button for Let's Play, Road to Glory, tactics, tutorials, experiments live streams and more!

**********

Business Enquiries 👉 kevin.mgmt@ritualnetwork.com
",190000,75413666,3788,lollujo,"I play Football Manager in a cupboard and call it a job...

The home Non-League to Legend, the most viewed Football Manager Youtube series ever! Loads of FM24 content for you to enjoy with new Football Manager 2024 videos uploaded at 4pm every weekday. Make sure you scroll up and hit the subscribe button for Let's Play, Road to Glory, tactics, tutorials, experiments live streams and more!

**********

Business Enquiries 👉 kevin.mgmt@ritualnetwork.com
","""lets play"" gameplay ""non-league to legend"" journeyman lollujo llm non-league ""lower league"" management ""road to glory"" football manager ""career mode"" ""kevin chapman"" ""football manager"" rebuild rebuilding ""the fm guide"" ""fm guide"" ""football manager guide"" ""the football manager guide"" tutorial guide ""fm tutorial"" ""fm tips"" fm24 ""football manager 2024"" ""football manager 24""",https://www.youtube.com/channel/UCTAdC3L4oSqEVrqTtZb_xkg,"[lets play, gameplay, non-league to legend, journeyman, lollujo, llm, non-league, lower league, management, road to glory, football, manager, career mode, kevin chapman, football manager, rebuild, rebuilding, the fm guide, fm guide, football manager guide, the football manager guide, tutorial, guide, fm tutorial, fm tips, fm24, football manager 2024, football manager 24]",28,en,GB
